FID,Facility Number,Facility Name,HMIS,Province,District,Division,LOCATION,Sub Location,Spatial_Re,Facility Type,Agency,Latitude,Longitude,GlobalID,x,y
2898,12,KABLO KORI DISP,2133,RIFT VALLEY,TURKANA,TURKWEL,LOMEYAN,KAPUS,ILRI TOWNS,4,MISS,3.125338,35.067456,b1a5ef13-44dd-4947-b2f1-c3caabcbfeb8,35.067456,3.125338
2899,4,CHEPSIR DISP,1575,RIFT VALLEY,KERICHO,KIPKELION,KAPSEGER,CHEPSIR,DSA/DFH(MOH)-UNFPA REPORT,4,MOH,-0.283536,35.4259,3bfc9f0e-dfb9-422c-90d8-d421ae3e04f1,35.4259,-0.283536
2900,17,MAINA DISP,0,RIFT VALLEY,LAIKIPIA,NYAHURURU,MUTITU,NGORU,DDP,4,MOH,0.071787,36.3448,07aa70d7-63d6-4a0f-bfef-542c50af7f16,36.3448,0.071787
2901,13,KACHODA DISP,2134,RIFT VALLEY,TURKANA,LOKITAUNG,LOKITAUNG,KACHODA,SUBLOC CENTROID,4,MISS,4.309862,35.683389,4a36ed61-8ed7-4328-ae58-384776428be5,35.683389,4.309862
2902,6,CHEPTUIYET DISP,1578,RIFT VALLEY,KERICHO,SIGOWET,KEBENETI,CHEPTUIYET(KERI),DSA/DFH(MOH)-UNFPA REPORT,4,MOH,-0.478258,35.0509,3bc673cf-6809-4966-8bf9-f7bc23f2f2b0,35.0509,-0.478258
2903,18,MARY IMMACULATE DISP,3593,RIFT VALLEY,LAIKIPIA,CENTRAL,NANYUKI,MAJENGO(LAIKIPIA),ILRI MKT CENTRES,4,MISS,0.016111,37.075622,879a4eb2-937d-48c6-929a-868fd748d748,37.075622,0.016111
2904,14,KAERIS DISP,2135,RIFT VALLEY,TURKANA,KAALING,KAERIS,KANGAPUR,DISTRICT ESTIMATES,4,MOH,4.03175,35.5928,31f2efb4-6cb7-4d74-ab0a-55060045779e,35.5928,4.03175
2905,8,FORT TERNAN SUB-HEALTH CENTRE,1581,RIFT VALLEY,KERICHO,CHILCHILA,CHILCHILA,KOISAGAT,DSA/DFH(MOH)-UNFPA REPORT,3,MOH,-0.195954,35.3392,c5ed6e87-1942-41a3-a03b-7d40674d1ac3,35.3392,-0.195954
2906,19,MATANYA DISP,1695,RIFT VALLEY,LAIKIPIA,LAMURIA,TIGITHI,MATANYA(LAIKIPIA),SUBLOC CENTROID,4,MOH,-0.076315,36.963679,0ad11b6a-6a2e-4fe6-ac10-d6484a117f0b,36.963679,-0.076315
2907,15,KAIKOR DISP,2136,RIFT VALLEY,TURKANA,KAALING,KAIKOR,LOITANIT,DISTRICT ESTIMATES,4,MOH,4.72124,35.34123,b1d77f39-e51a-49e3-99a3-5a411ee4f378,35.34123,4.72124
2908,0,IRAA DISP,0,RIFT VALLEY,KERICHO,SIGOWET,KIPTERE,IRAA,DHMT,4,MOH,-0.365365,35.095407,ae409cb0-5507-4fc9-aac1-34edbc26236f,35.095407,-0.365365
2909,21,MINJORE DISP,3833,RIFT VALLEY,LAIKIPIA,NGARUA,SIPILI,DONYO-LOIP,DDP,4,MISS,0.451416,36.4491,92174787-a691-4261-badd-3bfa96173d8a,36.4491,0.451416
2910,0,JAGOROR DISP,0,RIFT VALLEY,KERICHO,LONDIANI,KIPSIRICHET,JAGOROR,DHMT,4,MOH,-0.147252,35.546299,d619bc56-b687-4031-b665-1f95e5047f50,35.546299,-0.147252
2911,16,KAINUK DISP,3049,RIFT VALLEY,TURKANA,KAINUK,KAINUK,KAINUK,DDP,4,MOH,1.84694,35.6562,f9012f51-708b-4739-bb60-9ef424b6929a,35.6562,1.84694
2912,9,KABIANGA SUB-HEALTH CENTRE,1686,RIFT VALLEY,KERICHO,BELGUT,KABIANGA,KABIANGA(KERICHO),DSA/DFH(MOH)-UNFPA REPORT,3,MOH,-0.441695,35.1342,5408f282-6780-4a3b-ad0e-83bcf1b9294d,35.1342,-0.441695
2913,22,MUHOTETU DISP,1696,RIFT VALLEY,LAIKIPIA,NGARUA,MUHOTETU,MUHOTETU,DDP,4,MOH,0.295105,36.3384,59c627e1-5402-40e2-bb21-0f2c8cde5f3b,36.3384,0.295105
2914,17,KAKUMA HOSPITAL,2170,RIFT VALLEY,TURKANA,KAKUMA,KAKUMA,NADAPAL(KAKUMA),HD MAPS,1,MISS,3.71732,34.8668,d14c1de7-ea6b-4c20-96b0-afb498150ce0,34.8668,3.71732
2915,10,KABOKYEK SDA DISP,3178,RIFT VALLEY,KERICHO,SOIN,KAPSEGUT,KABOKYEK,DSA/DFH(MOH)-UNFPA REPORT,4,MISS,-0.316698,35.1495,552c7339-394c-4047-b7f7-5e95a5a92ba2,35.1495,-0.316698
2916,23,MURAMATI DISP,2390,RIFT VALLEY,LAIKIPIA,CENTRAL,DAIGA,NAIBOR,DDP,4,MOH,0.121427,37.0592,7f149d1f-2669-4135-965a-26a367f855a6,37.0592,0.121427
2917,18,KALEMUNYANG DISP,2137,RIFT VALLEY,TURKANA,TURKWEL,LORUGUM,KALEMUNYANG,SUBLOC CENTROID,4,MISS,2.736433,35.344086,1dc0e544-705d-46af-bb8b-9d9f5688179e,35.344086,2.736433
2918,0,KABUTI-MATIRET DISP,0,RIFT VALLEY,KERICHO,SIGOWET,KAPLELARTET,TABAITA,DHMT,4,MOH,-0.367254,35.012399,e1898b6f-83d0-461e-af54-a8266b3dd643,35.012399,-0.367254
2919,24,MUTARA DISP,2385,RIFT VALLEY,LAIKIPIA,RUMURUTI,MUTARA,MUTARA,DDP,4,MOH,0.084521,36.6684,0bd14977-5a7a-435c-8aec-95ac479b382d,36.6684,0.084521
2920,19,KALIMAPUS CATH HEALTH CENTRE,349,RIFT VALLEY,TURKANA,KALOKOL,KALOKOL,NAMADAK,DDP,3,MISS,3.693601,35.806406,8c4352e7-ac0b-4519-95d5-2aac0a0512a9,35.806406,3.693601
2921,11,KAITUI DISP,1588,RIFT VALLEY,KERICHO,SOIN,KAITUI,KAPTUGUMO,DSA/DFH(MOH)-UNFPA REPORT,4,MOH,-0.286937,35.1598,844d8c5e-a435-4045-8ed0-597c3f0d5f38,35.1598,-0.286937
2922,20,KALOBEYEI DISP,2138,RIFT VALLEY,TURKANA,OROPOI,KALOBEYEI,KALOBEYEI,DDP,4,MISS,3.81115,34.7288,f7538c57-aa88-4dbd-98a1-3358407a4308,34.7288,3.81115
2923,12,KAKIPTUI DISP,3658,RIFT VALLEY,KERICHO,BELGUT,KAPSUSER,KAPSUSER,DISTRICT ESTIMATES,4,MOH,-0.37412,35.24123,afb6e757-926d-4fdd-8c0d-f184179e1c73,35.24123,-0.37412
2924,25,MUTHENGERA DISP,0,RIFT VALLEY,LAIKIPIA,RUMURUTI,MUTHENGERA,MUTHENGERA,DDP,4,MOH,0.219121,36.3167,f9b0f066-9afa-48d3-9149-2fc118e40158,36.3167,0.219121
2925,0,KAMAWOI DISP,0,RIFT VALLEY,KERICHO,SIGOWET,CHEMAMUL,KIPTOME(KERICHO),DHMT,4,MOH,-0.389915,35.12748,d7d4f83d-be97-4ca7-8f8a-2286ef308bd7,35.12748,-0.389915
2926,21,KALOKOL HEALTH CENTRE,2171,RIFT VALLEY,TURKANA,KALOKOL,KALOKOL,KALOKOL,DDP,3,MISS,3.57934,35.8422,e954f7b9-5e34-40ba-816f-1c9d0f0eb59e,35.8422,3.57934
2927,26,NANYUKI DISTRICT HOSPITAL,1713,RIFT VALLEY,LAIKIPIA,CENTRAL,NANYUKI,MAJENGO(LAIKIPIA),HD MAPS,1,MOH,0.019,37.0709,30c51c0b-aa0b-48c9-a02e-4e3647a19f00,37.0709,0.019
2928,13,KAMWINGI DISP,1784,RIFT VALLEY,KERICHO,LONDIANI,SORGET,SORGET,DSA/DFH(MOH)-UNFPA REPORT,4,MOH,-0.071809,35.562,40ee9607-b3c2-4c76-922c-f286b712ad87,35.562,-0.071809
2929,22,KANAKURUDIO DISP,365,RIFT VALLEY,TURKANA,LOKITAUNG,KATABOI,KATIKO,DDP,4,MOH,3.82112,35.7124,fdc53b08-5033-4a5e-8fe7-a95ed08e3abf,35.7124,3.82112
2930,14,KAPKIAM DISP,298,RIFT VALLEY,KERICHO,AINAMOI,KAPSAOS,TENDWET(KERICHO),DSA/DFH(MOH)-UNFPA REPORT,4,MOH,-0.291189,35.3689,2745c554-5708-4a86-96a9-f89a97ebc481,35.3689,-0.291189
2931,27,NANYUKI GK PRISON DISP,2307,RIFT VALLEY,LAIKIPIA,CENTRAL,NANYUKI,THINGITHU,ILRI MKT CENTRES,4,MOH,0.017426,37.061102,a35ad482-bd64-43ac-b70f-a8bca543637f,37.061102,0.017426
2932,23,KANGAGETEI DISP,4293,RIFT VALLEY,TURKANA,KERIO,LORENGELUP,KANGAGETEI,SUBLOC CENTROID,4,MISS,3.035235,35.822039,23b43b80-4dde-453e-a69e-c95c2f3cb2a0,35.822039,3.035235
2933,16,KAPSEGER DISP,974,RIFT VALLEY,KERICHO,KIPKELION,KAPSEGER,TUGUNON,DSA/DFH(MOH)-UNFPA REPORT,4,MOH,-0.249524,35.4072,a26646e7-5ff2-48a1-b516-d6ca23d20e16,35.4072,-0.249524
2934,28,NDINDIKA HEALTH CENTRE,2374,RIFT VALLEY,LAIKIPIA,NGARUA,KINAMBA,MWENJE,SUBLOC CENTROID,3,MOH,0.446367,36.295492,1e80e44f-3625-41aa-ad01-df783583eb0d,36.295492,0.446367
2935,24,KANGARISSAE DISP,0,RIFT VALLEY,TURKANA,KERIO,KANGIRISAE,KANGIRISAE,DDP,4,MISS,2.66125,36.2814,984628e2-8a62-4008-9a1d-97e5582ee2c3,36.2814,2.66125
2936,17,KAPSOROK DISP,1599,RIFT VALLEY,KERICHO,SOIN,KAPSOROK,KAPSOROK,DSA/DFH(MOH)-UNFPA REPORT,4,MOH,-0.295441,35.0543,b2f53c26-3582-48d6-b247-71d6c3ec9ab5,35.0543,-0.295441
2937,30,NGARUA CATHOLIC DISP,2372,RIFT VALLEY,LAIKIPIA,NGARUA,KINAMBA,MUTHIGA,ILRI VILLAGES,4,MISS,0.412111,36.261121,4051a749-ad87-40f6-8276-8f046b404433,36.261121,0.412111
2938,25,KANGATOSSA DISP,2139,RIFT VALLEY,TURKANA,KALOKOL,KANGATOTHA,NAOROS,DDP,4,MOH,3.16336,36.1138,9f42db3a-5447-4c28-9dfa-ec6af332fd60,36.1138,3.16336
2939,18,KEBENETI SDA DISP,1601,RIFT VALLEY,KERICHO,SIGOWET,KEBENETI,CHEPTUIYET(KERI),DSA/DFH(MOH)-UNFPA REPORT,4,MISS,-0.450198,35.0722,c81e75ec-6dd4-41f9-a08b-2aff7723730e,35.0722,-0.450198
2940,31,NGARUA DISP,3632,RIFT VALLEY,LAIKIPIA,RUMURUTI,RUMURUTI,RUMURUTI,ILRI MKT CENTRES,4,MISS,0.272223,36.537228,5438c1e8-178e-4db9-97e9-f0ffc2da1b12,36.537228,0.272223
2941,26,KAPEDO HEALTH CENTRE,2162,RIFT VALLEY,TURKANA,LOMELO,KAPEDO,KAPEDO,DDP,3,MISS,1.20002,36.1092,bc042c14-d071-426c-9199-47c0f50e52f8,36.1092,1.20002
2942,19,KEDOWA DISP,3449,RIFT VALLEY,KERICHO,LONDIANI,KEDOWA,KEDOWA,GPS,4,MOH,-0.2121,35.56792,df5c135f-2d8f-480b-a92b-8df6441a4adc,35.56792,-0.2121
2943,32,NGARUA HEALTH CENTRE,1707,RIFT VALLEY,LAIKIPIA,NGARUA,GITUAMBA,KIAMBOGO(LAIKIPIA),SUBLOC CENTROID,3,MOH,0.291558,36.303527,54411833-5154-4012-81f1-d2128f47e03e,36.303527,0.291558
2944,27,KAPELIBOK DSIPENSARY,2140,RIFT VALLEY,TURKANA,CENTRAL,LODWAR TOWN,NAPETET,ILRI VILLAGES,4,MISS,3.12,35.6,7da39526-b359-4b2b-9591-f673a1e34d62,35.6,3.12
2945,33,NGOBIT DISP,1708,RIFT VALLEY,LAIKIPIA,LAMURIA,NGOBIT,KARIGU-INI,DDP,4,MOH,-0.089157,36.6445,c50551cf-cd97-4ecd-93ff-5875cc5d66c9,36.6445,-0.089157
2946,20,KENEGUT SUB HEALTH CENTRE,1602,RIFT VALLEY,KERICHO,AINAMOI,KENEGUT,KENEGUT,DSA/DFH(MOH)-UNFPA REPORT,3,MOH,-0.26568,35.2261,24e92b17-0836-4a30-83be-849a340ad8c4,35.2261,-0.26568
2947,28,KAPUA SUB-HEALTH CENTRE,4291,RIFT VALLEY,TURKANA,KALOKOL,KALOKOL,KAPUA,DDP,3,MISS,3.47996,35.7061,58e2e416-6119-497d-bb4b-047bb9e8f42c,35.7061,3.47996
2948,34,NORTH MARMANET DISP,439,RIFT VALLEY,LAIKIPIA,NYAHURURU,MAINA,MAINA(LAIKIPIA),ILRI VILLAGES,4,MOH,0.03,36.37,d81d8331-c74b-4b24-92f1-4ff15b7456fe,36.37,0.03
2949,29,KAPUTIR HEALTH CENTRE,2141,RIFT VALLEY,TURKANA,KATILU,KATILU,KALEMUNGOROK,DDP,3,MOH,2.10933,35.475,3fd851bf-031b-40b0-8da2-5841708b8398,35.475,2.10933
2950,21,KERICHO DISTRICT HOSPITAL,1680,RIFT VALLEY,KERICHO,AINAMOI,TOWNSHIP,TOWNSHIP(KERICHO),GPS,1,MOH,-0.36896,35.27941,d3346a38-2a76-42dd-b4cb-04cc3aa955a6,35.27941,-0.36896
2951,35,OL BOSOIT DISP,4400,RIFT VALLEY,LAIKIPIA,CENTRAL,NANYUKI,MAJENGO(LAIKIPIA),ILRI MKT CENTRES,4,MOH,0.016111,37.075622,c51608a4-2aeb-459a-b883-4ece4ea3958b,37.075622,0.016111
2952,30,KAPUTIR MSSION DISP,4298,RIFT VALLEY,TURKANA,KAINUK,KAPUTIR,NAKWAMORU,ILRI MKT CENTRES,4,MISS,2.083326,35.472324,9c906838-e25c-48a2-91b9-ea31575b62e7,35.472324,2.083326
2953,22,KERICHO FOREST DISP,1604,RIFT VALLEY,KERICHO,AINAMOI,CHEBOSWA,CHEYMEN,DSA/DFH(MOH)-UNFPA REPORT,4,MOH,-0.343908,35.3851,618350dd-b738-4ad5-835d-b26ec464d55e,35.3851,-0.343908
2954,36,OL MORAN DISP,2377,RIFT VALLEY,LAIKIPIA,NGARUA,SIPILI,DONYO-LOIP,DDP,4,MOH,0.544768,36.4773,6a22f888-2f6a-43c7-938e-9454066306a5,36.4773,0.544768
2955,31,KATABOI DISP,2163,RIFT VALLEY,TURKANA,LOKITAUNG,KATABOI,LOMEKUI,DDP,4,MISS,3.90511,35.7514,ebbd4645-8ffc-49b9-8d8b-598b2a9bed02,35.7514,3.90511
2956,23,KERICHO MUNICIPAL H C,0,RIFT VALLEY,KERICHO,AINAMOI,TOWNSHIP,TOWNSHIP(KERICHO),GPS,3,LA,-0.36747,35.28391,853b1aed-7226-4b06-bd95-2cca74125182,35.28391,-0.36747
2957,37,OL PEJETA DISP,2387,RIFT VALLEY,LAIKIPIA,LAMURIA,SIRIMA,WITHARE,DDP,4,MOH,0.073666,36.79,21fbb039-b36a-4615-b1df-76737a3efb1f,36.79,0.073666
2958,32,KATARUK DISP,3051,RIFT VALLEY,TURKANA,TURKWEL,LORUGUM,TURKWEL,SUBLOC CENTROID,4,MISS,2.913437,35.410895,b0ce0fa3-22ad-4cfc-83c1-86837f918ed7,35.410895,2.913437
2959,24,KIBENETI DISP,2715,RIFT VALLEY,KERICHO,SIGOWET,KEBENETI,KEBENETI,DISTRICT ESTIMATES,4,MOH,-0.44123,35.07123,224a62ca-30f5-480d-91de-8791d1d1e47a,35.07123,-0.44123
2960,33,KATILU HEALTH CENTRE,2164,RIFT VALLEY,TURKANA,LOKICHAR,LOKICHAR,LOKICHAR(TURKANA),DDP,3,MOH,2.37529,35.5503,b61463c5-1b51-46ea-8ea3-dcb9f3fadc3a,35.5503,2.37529
2961,25,KIMOUT DISP,0,RIFT VALLEY,KERICHO,LONDIANI,KIPSIRICHET,JAGOROR,DSA/DFH(MOH)-UNFPA REPORT,4,MOH,-0.168744,35.5279,2d9d4e88-0d97-4c0c-bda1-dcd45cf590bf,35.5279,-0.168744
2962,38,OLJABET SUB HEALTH CENTRE,2376,RIFT VALLEY,LAIKIPIA,RUMURUTI,MUTHENGERA,GAITI,DDP,3,MOH,0.182776,36.3767,26e588f9-1760-4a48-aabf-91f46cb59e90,36.3767,0.182776
2963,34,KENGOLKERION DISP,2142,RIFT VALLEY,TURKANA,LOKITAUNG,LOKITAUNG,NAKALALE(LOKITAUNG),ILRI MKT CENTRES,4,MISS,4.26268,35.739552,f8ac1804-7e23-443b-919a-d54c972f5096,35.739552,4.26268
2964,26,KIMUGUL DISP,0,RIFT VALLEY,KERICHO,KIPKELION,KIMUGUL,KIPYEMIT,GPS,4,MOH,-0.25114,35.50264,867dee8d-5308-4895-9914-df6d3d55ed8d,35.50264,-0.25114
2965,39,OR- ARABEL DISP,1699,RIFT VALLEY,LAIKIPIA,NGARUA,GITUAMBA,KIAMBOGO(LAIKIPIA),ILRI VILLAGES,4,MOH,0.3,36.3,09a9fc2c-8fcc-4a4f-9b51-6a00d07d71f5,36.3,0.3
2966,35,KERIO DISP,2143,RIFT VALLEY,TURKANA,KALOKOL,KANGATOTHA,ELIYE,DDP,4,MOH,3.10457,35.9915,247f2713-1a27-4f59-9cb0-631081ebf83d,35.9915,3.10457
2967,27,KIPCHIMCHIM MISSION HOSPITAL,1666,RIFT VALLEY,KERICHO,AINAMOI,AINAMOI,KIPCHIMCHIM,DSA/DFH(MOH)-UNFPA REPORT,1,MISS,-0.325202,35.266,04775c51-6f7e-4127-a899-7af7c7a21e7f,35.266,-0.325202
2968,40,PESI DISP,2185,RIFT VALLEY,LAIKIPIA,RUMURUTI,SALAAMA,PESI(LAIKIPIA),DDP,4,MOH,0.093205,36.5707,d783fd97-55c6-4408-9ffa-f620edf9cf64,36.5707,0.093205
2969,36,KIBISH DISP,2144,RIFT VALLEY,TURKANA,KIBISH,KIBISH,KIBISH,DISTRICT ESTIMATES,4,MOH,5.387024,35.779489,71d9abe8-9d87-4ae2-85c0-91327798e3a3,35.779489,5.387024
2970,28,KIPKELION MERCY MOBILE DISP,1613,RIFT VALLEY,KERICHO,KIPKELION,KIMUGUL,KIMUGUL,DISTRICT ESTIMATES,4,MISS,-0.20123,35.48123,d81283cd-c238-4650-813e-cfad306e59b8,35.48123,-0.20123
2971,41,RUMURUTI HEALTH CENTRE,1710,RIFT VALLEY,LAIKIPIA,RUMURUTI,RUMURUTI,RUMURUTI,DDP,3,MOH,0.277738,36.5338,0ebbc695-91d9-43c1-b186-c17f16bffaea,36.5338,0.277738
2972,39,KOTARUK SUB-HEALTH CENTRE,0,RIFT VALLEY,TURKANA,TURKWEL,KOTARUK,NAIPA,DDP,3,MOH,2.54825,35.3754,2c771915-3e79-4454-90ac-7ddc816264c9,35.3754,2.54825
2973,42,SALAMA DISP,1701,RIFT VALLEY,LAIKIPIA,RUMURUTI,SALAAMA,SALAAMA,DDP,4,MOH,0.140788,36.464975,37a371a0-34a5-44cf-ab98-6cab3b037918,36.464975,0.140788
2974,40,KOYASA DISP,4000,RIFT VALLEY,TURKANA,KIBISH,NAITA,KOYASA,DISTRICT ESTIMATES,4,MOH,4.9912,35.5112,30e3a92e-e48f-44fd-978c-15f84278a801,35.5112,4.9912
2975,44,SIPILI DISP,1711,RIFT VALLEY,LAIKIPIA,NGARUA,SIPILI,DIM COM,SUBLOC CENTROID,4,MOH,0.424012,36.394501,d3bda1a8-395b-4bd1-8a77-a2dc27b64665,36.394501,0.424012
2976,41,LETEA CATHOLIC DISP,2145,RIFT VALLEY,TURKANA,OROPOI,LORENG,LORENG,DDP,4,MISS,3.56138,34.8001,529ebdf2-bce9-4268-a176-ece81bfc2c9e,34.8001,3.56138
2977,45,SWEET WATERS DISP,3835,RIFT VALLEY,LAIKIPIA,CENTRAL,MARURA,MARURA,SUBLOC CENTROID,4,MOH,0.018049,37.019244,c8f680df-14b1-4012-b747-fbef6bcaa3e4,37.019244,0.018049
2978,29,KIPKELION SUB HEALTH CENTRE,1687,RIFT VALLEY,KERICHO,KIPKELION,KIPCHORAN,KIPKELION TOWN,DSA/DFH(MOH)-UNFPA REPORT,3,MOH,-0.194253,35.4642,a5ecdd97-17bf-47b7-b383-163c5cfccad5,35.4642,-0.194253
2979,42,LOCHWA DISP,0,RIFT VALLEY,TURKANA,LOKICHAR,LOCHWANGAMATAK,NAPUSIMORU,DDP,4,MOH,2.63871,35.7197,7ee8c744-9d54-4e5f-9142-3b2109024be7,35.7197,2.63871
2980,46,THOME DISP,421,RIFT VALLEY,LAIKIPIA,RUMURUTI,MUTARA,THOME,DDP,4,MISS,0.240831,36.6076,84084cfd-d766-48cd-a7fe-d91aad4688c7,36.6076,0.240831
2981,43,LOCHWAANGAMATAK DISP,353,RIFT VALLEY,TURKANA,LOKICHAR,LOCHWANGAMATAK,LOCHWANGAMATAK,DISTRICT ESTIMATES,4,MOH,2.79122,35.64123,72d8de32-26e7-42bd-afdf-710106ffcbcd,35.64123,2.79122
2982,47,TIGITHI DISP,0,RIFT VALLEY,LAIKIPIA,LAMURIA,TIGITHI,MATANYA(LAIKIPIA),DDP,4,MOH,-0.032712,36.9636,bb8abe80-69c7-4dcc-ab9f-ec95d4633400,36.9636,-0.032712
2983,44,LODWAR DISTRICT HOSPITAL,2172,RIFT VALLEY,TURKANA,CENTRAL,LODWAR TOWN,NAPETET,HD MAPS,1,MOH,3.1176,35.5998,470c3f94-3e09-4fae-89ea-65d9c3c6e8bd,35.5998,3.1176
2984,1,ARROR HEALTH CENTRE,2029,RIFT VALLEY,MARAKWET,TUNYO,ARROR,ARROR,DDP,3,MISS,0.955932,35.6098,a5050c8d-48ec-442e-8804-a21d9940ba61,35.6098,0.955932
2985,45,LOKANGAE DISP,0,RIFT VALLEY,TURKANA,KAKUMA,PELEKECH,NAMON,DDP,4,MISS,3.84179,34.9903,96ceb20d-7a7a-4cbf-9278-b0c2e9c37d85,34.9903,3.84179
2986,2,CHEBIEMIT HEALTH CENTRE,2031,RIFT VALLEY,MARAKWET,CHEBIEMIT,MOIBEN,CHEBIEMIT,DDP,3,MOH,0.867231,35.495,d67954f3-b99e-4b77-8ae7-764e81f0da60,35.495,0.867231
2987,46,LOKIAMA DISP,0,RIFT VALLEY,TURKANA,LOIMA,LOKIRIAMA,LOKIRIAMA,DISTRICT ESTIMATES,4,MOH,2.73124,34.84123,70004f18-8bb9-418f-b7da-e93e5d4380b6,34.84123,2.73124
2988,47,LOKICHAR HEALTH CENTRE,2165,RIFT VALLEY,TURKANA,LOKICHAR,LOKICHAR,KAPESE,DDP,3,MISS,2.41696,35.7151,6d1d8cc5-8679-45cb-95ed-da9664735254,35.7151,2.41696
2989,3,CHEBORORWA HEALTH CENTRE,2032,RIFT VALLEY,MARAKWET,KAPCHEROP,CHERANGANY,KOITUGUM,DDP,3,MOH,0.966372,35.3828,80b25fe5-9a04-4734-aa94-26049162e53b,35.3828,0.966372
2990,4,CHEBULBAI DISP,2471,RIFT VALLEY,MARAKWET,KAPSOWAR,KAPSOWAR,KAPSOWAR,ILRI TOWNS,4,MISS,0.988,35.548,ec55fecb-9daa-4937-b1db-31b274305349,35.548,0.988
2991,48,LOKICHOGIO DISP,0,RIFT VALLEY,TURKANA,LOKICHOGGIO,LOKICHOGGIO,LOKICHOGGIO,DISTRICT ESTIMATES,4,MISS,4.189929,34.3078,6132ba6c-39f4-4167-a620-94accaba3b52,34.3078,4.189929
2992,5,CHEMUNADA DISP,0,RIFT VALLEY,MARAKWET,CHEBIEMIT,KUSERWO,CHEMUNADA,SUBLOC CENTROID,4,MISS,0.953492,35.472165,fc375685-4444-46c0-b6bf-457660cd2e51,35.472165,0.953492
2993,49,LOKICHOGIO DISTRICT HOSPITAL,0,RIFT VALLEY,TURKANA,LOKICHOGGIO,MOGILA,MOGILA,DDP,1,MOH,4.18101,34.3924,1dc17473-662e-45c6-b73d-b7a13013186f,34.3924,4.18101
2994,6,CHEPTONGEI DISP,4890,RIFT VALLEY,MARAKWET,CHEBIEMIT,KUSERWO,CHEPTONGEI,DDP,4,MOH,0.967819,35.5001,929090b2-c673-49bd-9d29-6b89091eb4f6,35.5001,0.967819
2995,50,LOKICHOGIO HEALTH CENTRE,2166,RIFT VALLEY,TURKANA,LOKICHOGGIO,LOKICHOGGIO,LOKICHOGGIO,DDP,3,MISS,4.21267,34.2429,bc15d1fd-5ed5-4b8b-a0e5-0921583ae53a,34.2429,4.21267
2996,7,CHESOI AIC DISP,1997,RIFT VALLEY,MARAKWET,TIRAP,SAMBIRIR,CHESOI,ILRI MKT CENTRES,4,MISS,1.071,35.584,9840044b-576a-4c00-adc9-9ce36fdd100c,35.584,1.071
2997,51,LOKIRIAM DISP,3999,RIFT VALLEY,TURKANA,LOIMA,LOKIRIAMA,LOKIRIAMA,DISTRICT ESTIMATES,4,MOH,2.79123,34.88124,c7582d16-20bf-49a0-9415-16e2731025c4,34.88124,2.79123
2998,8,CHESOI CATHOLIC HEALTH CENTRE,2034,RIFT VALLEY,MARAKWET,TUNYO,MON,MOGIL,ILRI VILLAGES,3,MISS,1.07,35.62,7d606914-3334-49eb-913a-c53f815b5649,35.62,1.07
2999,9,CHESONGOCH HEALTH CENTRE,2035,RIFT VALLEY,MARAKWET,TOT,MURKUTWA,ROCHO,HD MAPS,3,MISS,1.13036,35.642,fe774500-9048-4e43-a344-c37e7049e362,35.642,1.13036
3000,10,EMBABUT DISP,2470,RIFT VALLEY,MARAKWET,TIRAP,EMBOBUT,KIPCHUMWA,DISTRICT ESTIMATES,4,MOH,1.2512,35.5412,c25db948-1706-44c4-8ec6-02a7bc63790b,35.5412,1.2512
3001,75,KIRIGITI JUVENILE DISP,4370,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA S/AREA,KIAMUMBI,SUBLOC CENTROID,9,OTHER MIN,-1.1793,36.872256,44552715-2a91-43e7-9390-0892d9e62daa,36.872256,-1.1793
3002,76,LIMURU TEA DISP,3386,CENTRAL,KIAMBU,LIMURU,KARAMBAINI,MABROUKE,1:50000 MAPS,9,PRIV,-1.103604,36.66667,051cb861-faf5-4639-8d27-bd0d91f31061,36.66667,-1.103604
3003,16,ALUPE LEPROSY HOSPITAL,2263,WESTERN,TESO,CHAKOL,ANGOROM,ALUPE,HD MAPS,8,MOH,0.48561,34.1218,b9d24f9e-83f1-4ece-bd5c-5935d07f3550,34.1218,0.48561
3004,63,G K GATHIGIRIRI DISP,291,CENTRAL,KIRINYAGA,MWEA,TEBERE,KARUKUNGU,HD MAPS,9,OTHER MIN,-0.70837,37.4315,109eef5b-3ea2-44b9-8c65-08776f20c434,37.4315,-0.70837
3005,17,AMAGORO NURSING HOME,0,WESTERN,TESO,AMAGORO,AMAGORO,AMAGORO,ILRI MKT CENTRE,7,PRIV,0.632085,34.331113,5da349f2-bf2c-47e2-8ebf-e74731d2e3fb,34.331113,0.632085
3006,64,MWEA GK PRISON DISP (GATHIGIRIRI),0,CENTRAL,KIRINYAGA,MWEA,TEBERE,MAHIGAINI,1:50000 MAPS,9,MOH,-0.672314,37.392341,495a2d38-644e-4806-9ddb-3a4e60f26fb2,37.392341,-0.672314
3007,41,ALPHA NURSING HOME,0,WESTERN,VIHIGA,TIRIKI EAST,SHAVIRINGA,JEPTULU,AMKENI,7,PRIV,0.118972,34.845505,38869621-c502-4609-b90b-c3572c9ae25d,34.845505,0.118972
3008,65,WAMUMU APPR. SCH. DISP,3320,CENTRAL,KIRINYAGA,MWEA,MUTITHI,KIANDEGWA,HD MAPS,9,OTHER MIN,-0.74104,37.3236,7677a24c-fb81-41e8-88e4-9fea20ab2722,37.3236,-0.74104
